DateTime Local,12HrSnow_mm,12HrWater_mm
12/27/06 16:00,50.8,3.302
12/28/06 4:00,25.4,2.032
12/28/06 16:00,12.7,0.762
12/29/06 4:00,0,0
12/29/06 16:00,0,0
12/30/06 4:00,0,0
12/30/06 16:00,0,0
12/31/06 4:00,0,0
12/31/06 16:00,0,0
1/1/07 4:00,0,0
1/1/07 16:00,0,0
1/2/07 4:00,0,0
1/2/07 16:00,0,0
1/3/07 4:00,0,0
1/3/07 16:00,0,0
1/4/07 4:00,0,0
1/4/07 16:00,152.4,11.43
1/5/07 4:00,101.6,4.064
1/5/07 16:00,76.2,3.048
1/6/07 4:00,0,0
1/6/07 16:00,50.8,4.572
1/7/07 4:00,76.2,6.096
1/7/07 16:00,0,0
1/8/07 4:00,0,0
1/8/07 16:00,0,0
1/9/07 4:00,0,0
1/9/07 16:00,0,0
1/10/07 4:00,0,0
1/10/07 16:00,0,0
1/11/07 4:00,0,0
1/11/07 16:00,101.6,2.54
1/12/07 4:00,76.2,4.064
1/12/07 16:00,0,0
1/13/07 4:00,0,0
1/13/07 16:00,0,0
1/14/07 4:00,0,0
1/14/07 16:00,0,0
1/15/07 4:00,0,0
1/15/07 16:00,0,0
1/16/07 4:00,0,0
1/16/07 16:00,0,0
1/17/07 4:00,0,0
1/17/07 16:00,0,0
1/18/07 4:00,0,0
1/18/07 16:00,0,0
1/19/07 4:00,0,0
1/19/07 16:00,0,0
1/20/07 4:00,0,0
1/20/07 16:00,25.4,1.016
1/21/07 4:00,152.4,7.62
1/21/07 16:00,0,0
1/22/07 4:00,0,0
1/22/07 16:00,0,0
1/23/07 4:00,0,0
1/23/07 16:00,0,0
1/24/07 4:00,0,0
1/24/07 16:00,0,0
1/25/07 4:00,0,0
1/25/07 16:00,0,0
1/26/07 4:00,0,0
1/26/07 16:00,0,0
1/27/07 4:00,0,0
1/27/07 16:00,0,0
1/28/07 4:00,0,0
1/28/07 16:00,0,0
1/29/07 4:00,0,0
1/29/07 16:00,0,0
1/30/07 4:00,0,0
1/30/07 16:00,0,0
1/31/07 4:00,0,0
1/31/07 16:00,101.6,3.302
2/1/07 4:00,0,0
2/1/07 16:00,101.6,5.334
2/2/07 4:00,76.2,4.572
2/2/07 16:00,12.7,0.762
2/3/07 4:00,0,0
2/3/07 16:00,0,0
2/4/07 4:00,0,0
2/4/07 16:00,25.4,4.826
2/5/07 4:00,0,0
2/5/07 16:00,0,0
2/6/07 4:00,0,0
2/6/07 16:00,0,0
2/7/07 4:00,0,0
2/7/07 16:00,0,0
2/8/07 4:00,12.7,0.762
2/8/07 16:00,0,0
2/9/07 4:00,0,0
2/9/07 16:00,0,0
2/10/07 4:00,0,0.254
2/10/07 16:00,0,0
2/11/07 4:00,177.8,21.59
2/11/07 16:00,127,15.24
2/12/07 4:00,127,10.922
2/12/07 16:00,25.4,1.524
2/13/07 4:00,0,0
2/13/07 16:00,12.7,0.508
2/14/07 4:00,76.2,3.302
2/14/07 16:00,25.4,1.016
2/15/07 4:00,76.2,3.048
2/15/07 16:00,152.4,14.478
2/16/07 4:00,76.2,13.97
2/16/07 16:00,50.8,13.97
2/17/07 4:00,0,0
2/17/07 16:00,0,0
2/18/07 4:00,0,0
2/18/07 16:00,0,0
2/19/07 4:00,101.6,8.636
2/19/07 16:00,228.6,15.494
2/20/07 4:00,0,0
2/20/07 16:00,0,0
2/21/07 4:00,0,0
2/21/07 16:00,0,0
2/22/07 4:00,0,0
2/22/07 16:00,0,0
2/23/07 4:00,0,0
2/23/07 16:00,381,20.828
2/24/07 4:00,279.4,13.716
2/24/07 16:00,0,0
2/25/07 4:00,25.4,1.27
2/25/07 16:00,152.4,6.35
2/26/07 4:00,304.8,15.24
2/26/07 16:00,177.8,16.764
2/27/07 4:00,0,0
2/27/07 16:00,25.4,1.524
2/28/07 4:00,76.2,10.922
2/28/07 16:00,0,0
3/1/07 4:00,127,8.89
3/1/07 16:00,76.2,5.588
3/2/07 4:00,228.6,12.7
3/2/07 16:00,241.3,13.716
3/3/07 4:00,0,0
3/3/07 16:00,0,0
3/4/07 4:00,0,0
3/4/07 16:00,0,0
3/5/07 4:00,0,0
3/5/07 16:00,0,0
3/6/07 4:00,0,0
3/6/07 16:00,0,0
3/7/07 4:00,0,0
3/7/07 16:00,0,0
3/8/07 4:00,101.6,10.668
3/8/07 16:00,88.9,7.112
3/9/07 4:00,0,0
3/9/07 16:00,0,0
3/10/07 4:00,38.1,3.81
3/10/07 16:00,63.5,6.604
3/11/07 4:00,0,0
3/11/07 16:00,0,0
3/12/07 4:00,0,0
3/12/07 16:00,0,0
3/13/07 4:00,0,0
3/13/07 16:00,0,0
3/14/07 4:00,0,0
3/14/07 16:00,0,0
3/15/07 4:00,0,0
3/15/07 16:00,0,0
3/16/07 4:00,0,0
3/16/07 16:00,0,0
3/17/07 4:00,0,0
3/17/07 16:00,0,0
3/18/07 4:00,0,0
3/18/07 16:00,0,0
3/19/07 4:00,0,0
3/19/07 16:00,0,0
3/20/07 4:00,0,0
3/20/07 16:00,0,0
3/21/07 4:00,101.6,10.922
3/21/07 16:00,50.8,5.08
3/22/07 4:00,0,0
3/22/07 16:00,0,0
3/23/07 4:00,0,0
3/23/07 16:00,0,0
3/24/07 4:00,0,0
3/24/07 16:00,0,0
3/25/07 4:00,0,0
3/25/07 16:00,0,0
3/26/07 4:00,0,0
3/26/07 16:00,0,0
3/27/07 4:00,0,0
3/27/07 16:00,38.1,4.572
3/28/07 4:00,177.8,13.462
3/28/07 16:00,139.7,5.588
3/29/07 4:00,101.6,8.128
3/29/07 16:00,25.4,1.27
3/30/07 4:00,38.1,2.286
3/30/07 16:00,0,0
3/31/07 4:00,0,0
3/31/07 16:00,0,0
4/1/07 4:00,0,0
4/1/07 16:00,0,0
4/2/07 4:00,25.4,2.286
4/2/07 16:00,0,0
4/3/07 4:00,0,0
4/3/07 16:00,0,0
4/4/07 4:00,0,0
4/4/07 16:00,0,0
4/5/07 4:00,0,0
4/5/07 16:00,0,0
4/6/07 4:00,0,0
4/6/07 16:00,0,0
4/7/07 4:00,0,0
4/7/07 16:00,0,0
4/8/07 4:00,38.1,4.826
4/8/07 16:00,38.1,4.826
4/9/07 4:00,0,0
4/9/07 16:00,0,0
4/10/07 4:00,101.6,11.176
4/10/07 16:00,76.2,6.604
4/11/07 4:00,0,0
4/11/07 16:00,0,0
4/12/07 4:00,0,0
4/12/07 16:00,63.5,2.794
4/13/07 4:00,76.2,3.048
4/13/07 16:00,0,0
4/14/07 4:00,0,0
4/14/07 16:00,0,0
4/15/07 4:00,0,0
4/15/07 16:00,0,0
4/16/07 4:00,0,0
4/16/07 16:00,12.7,1.524
4/17/07 4:00,0,0
4/17/07 16:00,0,0
4/18/07 4:00,0,0
4/18/07 16:00,152.4,10.668
4/19/07 4:00,254,16.256
4/19/07 16:00,25.4,1.524
4/20/07 4:00,0,0
4/20/07 16:00,0,0
4/21/07 4:00,0,0
4/21/07 16:00,12.7,0.762
4/22/07 4:00,12.7,0.762
4/22/07 16:00,50.8,4.064
4/23/07 4:00,203.2,20.828
4/23/07 16:00,12.7,1.016
10/6/07 4:00,0,0
10/6/07 16:00,101.6,4.572
10/7/07 4:00,76.2,3.81
10/7/07 16:00,63.5,6.35
10/8/07 4:00,63.5,6.35
10/8/07 16:00,76.2,3.048
10/9/07 4:00,76.2,3.302
10/9/07 16:00,50.8,2.54
10/10/07 4:00,25.4,1.016
10/10/07 16:00,0,0
10/11/07 4:00,0,0
10/11/07 16:00,0,0
10/12/07 4:00,0,0
10/12/07 16:00,0,0
10/13/07 4:00,0,0
10/13/07 16:00,0,0
10/14/07 4:00,0,0
10/14/07 16:00,76.2,11.43
10/15/07 4:00,0,0
10/15/07 16:00,0,0
10/16/07 4:00,0,0
10/16/07 16:00,0,0
10/17/07 4:00,0,0
10/17/07 16:00,88.9,8.89
10/18/07 4:00,88.9,8.89
10/18/07 16:00,114.3,16.002
10/19/07 4:00,114.3,19.05
10/19/07 16:00,76.2,4.826
10/20/07 4:00,0,0
10/20/07 16:00,0,0
10/21/07 4:00,0,0
10/21/07 16:00,127,12.7
10/22/07 4:00,101.6,12.954
10/22/07 16:00,0,0
10/23/07 4:00,0,0
10/23/07 16:00,0,0
10/24/07 4:00,0,0
10/24/07 16:00,0,0
10/25/07 4:00,0,0
10/25/07 16:00,0,0
10/26/07 4:00,0,0
10/26/07 16:00,0,0
10/27/07 4:00,0,0
10/27/07 16:00,0,0
10/28/07 4:00,0,0
10/28/07 16:00,0,0
10/29/07 4:00,0,0
10/29/07 16:00,0,0
10/30/07 4:00,0,0
10/30/07 16:00,0,0
10/31/07 4:00,0,0
10/31/07 16:00,25.4,3.556
11/1/07 4:00,0,0
11/1/07 16:00,0,0
11/2/07 4:00,0,0
11/2/07 16:00,0,0
11/3/07 4:00,0,0
11/3/07 16:00,0,0
11/4/07 4:00,0,0
11/4/07 16:00,0,0
11/5/07 4:00,0,0
11/5/07 16:00,0,0
11/6/07 4:00,0,0
11/6/07 16:00,0,0
11/7/07 4:00,0,0
11/7/07 16:00,0,0
11/8/07 4:00,0,0
11/8/07 16:00,0,0
11/9/07 4:00,0,0
11/9/07 16:00,0,0
11/10/07 4:00,0,0
11/10/07 16:00,0,0.254
11/11/07 4:00,0,0
11/11/07 16:00,63.5,4.826
11/12/07 4:00,50.8,4.318
11/12/07 16:00,0,0
11/13/07 4:00,0,0
11/13/07 16:00,0,0
11/14/07 4:00,0,0.762
11/14/07 16:00,0,0
11/15/07 4:00,0,0
11/15/07 16:00,0,0
11/16/07 4:00,0,0
11/16/07 16:00,0,0
11/17/07 4:00,0,0
11/17/07 16:00,0,0
11/18/07 4:00,0,0
11/18/07 16:00,0,0
11/19/07 4:00,0,0
11/19/07 16:00,0,0
11/20/07 4:00,0,0
11/20/07 16:00,0,0
11/21/07 4:00,0,0
11/21/07 16:00,0,0
11/22/07 4:00,0,0
11/22/07 16:00,0,0
11/23/07 4:00,0,0
11/23/07 16:00,0,0
11/24/07 4:00,0,0
11/24/07 16:00,0,0
11/25/07 4:00,0,0
11/25/07 16:00,0,0
11/26/07 4:00,0,0
11/26/07 16:00,0,0
11/27/07 4:00,0,0
11/27/07 16:00,0,0
11/28/07 4:00,177.8,8.89
11/28/07 16:00,76.2,3.81
11/29/07 4:00,0,0
11/29/07 16:00,0,0
11/30/07 4:00,0,0
11/30/07 16:00,50.8,4.572
12/1/07 4:00,127,12.7
12/1/07 16:00,152.4,9.398
12/2/07 4:00,25.4,1.016
12/2/07 16:00,0,0
12/3/07 4:00,0,0
12/3/07 16:00,0,0
12/4/07 4:00,0,0
12/4/07 16:00,0,0
12/5/07 4:00,0,0
12/5/07 16:00,0,0
12/6/07 4:00,0,0
12/6/07 16:00,12.7,1.524
12/7/07 4:00,177.8,12.7
12/7/07 16:00,177.8,13.208
12/8/07 4:00,355.6,22.86
12/8/07 16:00,177.8,9.398
12/9/07 4:00,101.6,7.112
12/9/07 16:00,0,0
12/10/07 4:00,0,0
12/10/07 16:00,0,0
12/11/07 4:00,12.7,0.508
12/11/07 16:00,0,0
12/12/07 4:00,0,0
12/12/07 16:00,0,0
12/13/07 4:00,0,0
12/13/07 16:00,38.1,1.27
12/14/07 4:00,101.6,4.064
12/14/07 16:00,0,0.508
12/15/07 4:00,0,0
12/15/07 16:00,0,0.508
12/16/07 4:00,0,0.254
12/16/07 16:00,0,0
12/17/07 4:00,0,0
12/17/07 16:00,0,0
12/18/07 4:00,0,0
12/18/07 16:00,0,0
12/19/07 4:00,101.6,5.588
12/19/07 16:00,215.9,12.954
12/20/07 4:00,50.8,5.334
12/20/07 16:00,152.4,16.256
12/21/07 4:00,431.8,29.464
12/21/07 16:00,63.5,2.54
12/22/07 4:00,12.7,0.508
12/22/07 16:00,0,0
12/23/07 4:00,12.7,1.27
12/23/07 16:00,63.5,5.08
12/24/07 4:00,12.7,1.27
12/24/07 16:00,12.7,1.524
12/25/07 4:00,279.4,15.24
12/25/07 16:00,25.4,1.27
12/26/07 4:00,0,0
12/26/07 16:00,50.8,2.794
12/27/07 4:00,0,0.254
12/27/07 16:00,0,0
12/28/07 4:00,0,0.254
12/28/07 16:00,50.8,2.286
12/29/07 4:00,76.2,3.048
12/29/07 16:00,177.8,5.08
12/30/07 4:00,203.2,11.176
12/30/07 16:00,203.2,16.51
12/31/07 4:00,101.6,8.636
12/31/07 16:00,101.6,7.112
1/1/08 4:00,0,0
1/1/08 16:00,0,0
1/2/08 4:00,0,0
1/2/08 16:00,0,0
1/3/08 4:00,0,0
1/3/08 16:00,0,0
1/4/08 4:00,0,0
1/4/08 16:00,12.7,0.762
1/5/08 4:00,177.8,57.912
1/5/08 16:00,228.6,43.18
1/6/08 4:00,0,0.254
1/6/08 16:00,342.9,29.464
1/7/08 4:00,12.7,1.016
1/7/08 16:00,25.4,1.016
1/8/08 4:00,50.8,2.286
1/8/08 16:00,12.7,1.016
1/9/08 4:00,177.8,8.636
1/9/08 16:00,431.8,23.876
1/10/08 4:00,76.2,3.81
1/10/08 16:00,0,0
1/11/08 4:00,38.1,4.064
1/11/08 16:00,241.3,19.812
1/12/08 4:00,152.4,9.652
1/12/08 16:00,0,0.508
1/13/08 4:00,12.7,1.016
1/13/08 16:00,76.2,5.08
1/14/08 4:00,0,0
1/14/08 16:00,0,0
1/15/08 4:00,0,0
1/15/08 16:00,101.6,4.318
1/16/08 4:00,25.4,1.27
1/16/08 16:00,25.4,2.54
1/17/08 4:00,0,0
1/17/08 16:00,12.7,1.016
1/18/08 4:00,38.1,0.762
1/18/08 16:00,76.2,2.032
1/19/08 4:00,0,0.254
1/19/08 16:00,0,0
1/20/08 4:00,0,0
1/20/08 16:00,0,0
1/21/08 4:00,101.6,7.874
1/21/08 16:00,330.2,17.018
1/22/08 4:00,0,0.254
1/22/08 16:00,12.7,1.016
1/23/08 4:00,12.7,1.016
1/23/08 16:00,0,0
1/24/08 4:00,0,0
1/24/08 16:00,76.2,2.54
1/25/08 4:00,50.8,3.302
1/25/08 16:00,63.5,3.81
1/26/08 4:00,25.4,1.27
1/26/08 16:00,0,0
1/27/08 4:00,0,0
1/27/08 16:00,50.8,5.334
1/28/08 4:00,152.4,20.574
1/28/08 16:00,279.4,29.21
1/29/08 4:00,101.6,8.382
1/29/08 16:00,0,0.254
1/30/08 4:00,406.4,21.336
1/30/08 16:00,190.5,13.97
1/31/08 4:00,101.6,6.35
1/31/08 16:00,50.8,4.826
2/1/08 4:00,177.8,18.034
2/1/08 16:00,304.8,13.462
2/2/08 4:00,0,0
2/2/08 16:00,12.7,1.778
2/3/08 4:00,152.4,13.97
2/3/08 16:00,317.5,21.59
2/4/08 4:00,393.7,22.098
2/4/08 16:00,88.9,3.302
2/5/08 4:00,38.1,1.27
2/5/08 16:00,0,0
2/6/08 4:00,0,0
2/6/08 16:00,152.4,10.922
2/7/08 4:00,0,0
2/7/08 16:00,50.8,8.89
2/8/08 4:00,190.5,16.256
2/8/08 16:00,0,0
2/9/08 4:00,0,0
2/9/08 16:00,0,0
2/10/08 4:00,0,0
2/10/08 16:00,0,0
2/11/08 4:00,0,0
2/11/08 16:00,0,0
2/12/08 4:00,0,0
2/12/08 16:00,0,0
2/13/08 4:00,0,0
2/13/08 16:00,63.5,4.826
2/14/08 4:00,101.6,6.604
2/14/08 16:00,38.1,4.318
2/15/08 4:00,0,0
2/15/08 16:00,0,0
2/16/08 4:00,0,0
2/16/08 16:00,0,0.254
2/17/08 4:00,0,0
2/17/08 16:00,25.4,0.762
2/18/08 4:00,0,0
2/18/08 16:00,0,0
2/19/08 4:00,0,0
2/19/08 16:00,0,0
2/20/08 4:00,0,0
2/20/08 16:00,25.4,1.27
2/21/08 4:00,25.4,1.27
2/21/08 16:00,88.9,3.302
2/22/08 4:00,25.4,1.27
2/22/08 16:00,177.8,11.684
2/23/08 4:00,63.5,5.08
2/23/08 16:00,12.7,1.27
2/24/08 4:00,0,0.762
2/24/08 16:00,177.8,24.638
2/25/08 4:00,203.2,16.002
2/25/08 16:00,127,13.208
2/26/08 4:00,88.9,10.16
2/26/08 16:00,0,0
2/27/08 4:00,0,0
2/27/08 16:00,0,0
2/28/08 4:00,0,0
2/28/08 16:00,0,0
2/29/08 4:00,0,0
2/29/08 16:00,0,0
3/1/08 4:00,0,0
3/1/08 16:00,25.4,3.048
3/2/08 4:00,355.6,20.828
3/2/08 16:00,38.1,2.032
3/3/08 4:00,38.1,1.27
3/3/08 16:00,0,0
3/4/08 4:00,0,0
3/4/08 16:00,63.5,2.032
3/5/08 4:00,0,0
3/5/08 16:00,50.8,1.524
3/6/08 4:00,76.2,3.556
3/6/08 16:00,0,0
3/7/08 4:00,0,0
3/7/08 16:00,0,0
3/8/08 4:00,0,0
3/8/08 16:00,127,10.16
3/9/08 4:00,12.7,1.27
3/9/08 16:00,0,0
3/10/08 4:00,0,0
3/10/08 16:00,0,0
3/11/08 4:00,0,0
3/11/08 16:00,0,0
3/12/08 4:00,0,0
3/12/08 16:00,0,0.254
3/13/08 4:00,0,0
3/13/08 16:00,101.6,8.382
3/14/08 4:00,76.2,8.636
3/14/08 16:00,381,20.32
3/15/08 4:00,38.1,2.032
3/15/08 16:00,50.8,3.048
3/16/08 4:00,152.4,6.604
3/16/08 16:00,25.4,1.27
3/17/08 4:00,38.1,2.286
3/17/08 16:00,0,0
3/18/08 4:00,0,0
3/18/08 16:00,63.5,5.08
3/19/08 4:00,0,0
3/19/08 16:00,0,0
3/20/08 4:00,0,0
3/20/08 16:00,139.7,11.684
3/21/08 4:00,0,0
3/21/08 16:00,0,0
3/22/08 4:00,0,0
3/22/08 16:00,0,0
3/23/08 4:00,0,0
3/23/08 16:00,0,0
3/24/08 4:00,0,0
3/24/08 16:00,0,0
3/25/08 4:00,0,0
3/25/08 16:00,0,0
3/26/08 4:00,0,0
3/26/08 16:00,12.7,2.032
3/27/08 4:00,0,0
3/27/08 16:00,76.2,3.556
3/28/08 4:00,0,0
3/28/08 16:00,0,0
3/29/08 4:00,0,0
3/29/08 16:00,25.4,2.54
3/30/08 4:00,25.4,1.016
3/30/08 16:00,101.6,7.112
3/31/08 4:00,76.2,4.572
3/31/08 16:00,190.5,9.144
4/1/08 4:00,0,0
4/1/08 16:00,0,0.254
4/2/08 4:00,101.6,6.604
4/2/08 16:00,12.7,0.762
4/3/08 4:00,25.4,1.524
4/3/08 16:00,0,0
4/4/08 4:00,0,0
4/4/08 16:00,0,0
4/5/08 4:00,25.4,1.27
4/5/08 16:00,25.4,1.016
4/6/08 4:00,0,0
4/6/08 16:00,25.4,2.032
4/7/08 4:00,25.4,2.032
4/7/08 16:00,419.1,22.86
4/8/08 4:00,76.2,5.08
4/8/08 16:00,0,0
4/9/08 4:00,76.2,4.572
4/9/08 16:00,101.6,7.62
4/10/08 4:00,254,15.748
4/10/08 16:00,12.7,0.762
4/11/08 4:00,88.9,4.826
4/11/08 16:00,50.8,2.794
4/12/08 4:00,0,0
4/12/08 16:00,0,0
4/13/08 4:00,0,0
4/13/08 16:00,0,0
4/14/08 4:00,0,0
4/14/08 16:00,0,0
4/15/08 4:00,0,0
4/15/08 16:00,50.8,3.556
4/16/08 4:00,165.1,10.414
4/16/08 16:00,25.4,1.524
4/17/08 4:00,50.8,2.286
4/17/08 16:00,0,0
4/18/08 4:00,0,0
4/18/08 16:00,0,0
4/19/08 4:00,0,0
4/19/08 16:00,0,0
4/20/08 4:00,0,0
4/20/08 16:00,0,0
4/21/08 4:00,0,0
4/21/08 16:00,0,0
4/22/08 4:00,0,0
4/22/08 16:00,0,0
4/23/08 4:00,0,0
4/23/08 16:00,25.4,2.032
4/24/08 4:00,25.4,2.54
4/24/08 16:00,330.2,25.908
4/25/08 4:00,0,0.508
4/25/08 16:00,0,0
4/26/08 4:00,0,0
4/26/08 16:00,0,0
4/27/08 4:00,0,0
4/27/08 16:00,0,0
4/28/08 4:00,0,0
4/28/08 16:00,0,0
4/29/08 4:00,0,0
4/29/08 16:00,0,0
4/30/08 4:00,0,0
4/30/08 16:00,25.4,1.27
5/1/08 4:00,342.9,18.542
5/1/08 16:00,165.1,9.398
11/2/08 4:00,0,12.192
11/2/08 16:00,152.4,35.56
11/3/08 4:00,25.4,4.572
11/3/08 16:00,0,0
11/4/08 4:00,50.8,5.842
11/4/08 16:00,254,22.098
11/5/08 4:00,254,22.352
11/5/08 16:00,609.6,29.21
11/6/08 4:00,76.2,2.54
11/6/08 16:00,0,0
11/7/08 4:00,0,0
11/7/08 16:00,0,0
11/8/08 4:00,0,0
11/8/08 16:00,0,0
11/9/08 4:00,0,0
11/9/08 16:00,12.7,1.524
11/10/08 4:00,38.1,3.556
11/10/08 16:00,88.9,10.668
11/11/08 4:00,76.2,11.43
11/11/08 16:00,0,0
11/12/08 4:00,38.1,5.08
11/12/08 16:00,38.1,8.382
11/13/08 4:00,0,0
11/13/08 16:00,12.7,2.794
11/14/08 4:00,25.4,5.334
11/14/08 16:00,0,0
11/15/08 4:00,0,0
11/15/08 16:00,0,0
11/16/08 4:00,0,0
11/16/08 16:00,0,0
11/17/08 4:00,0,0
11/17/08 16:00,0,0
11/18/08 4:00,0,0
11/18/08 16:00,0,0
11/19/08 4:00,0,0
11/19/08 16:00,0,0
11/20/08 4:00,0,0
11/20/08 16:00,0,0
11/21/08 4:00,0,0
11/21/08 16:00,0,0
11/22/08 4:00,0,0
11/22/08 16:00,0,0
11/23/08 4:00,0,0
11/23/08 16:00,0,0
11/24/08 4:00,0,0
11/24/08 16:00,0,0
11/25/08 4:00,0,0
11/25/08 16:00,0,0
11/26/08 4:00,0,0
11/26/08 16:00,0,0
11/27/08 4:00,12.7,0.508
11/27/08 16:00,12.7,0.762
11/28/08 4:00,12.7,1.27
11/28/08 16:00,50.8,5.334
11/29/08 4:00,0,0
11/29/08 16:00,38.1,7.874
11/30/08 4:00,38.1,11.176
11/30/08 16:00,12.7,2.794
12/1/08 4:00,0,0
12/1/08 16:00,0,0
12/2/08 4:00,0,0
12/2/08 16:00,25.4,2.54
12/3/08 4:00,101.6,17.272
12/3/08 16:00,0,0.254
12/4/08 4:00,25.4,1.524
12/4/08 16:00,101.6,5.334
12/5/08 4:00,0,0
12/5/08 16:00,0,0
12/6/08 4:00,0,0
12/6/08 16:00,0,0
12/7/08 4:00,0,0
12/7/08 16:00,0,0
12/8/08 4:00,0,0
12/8/08 16:00,203.2,10.16
12/9/08 4:00,76.2,2.54
12/9/08 16:00,0,0
12/10/08 4:00,0,0
12/10/08 16:00,0,0
12/11/08 4:00,0,0
12/11/08 16:00,0,0
12/12/08 4:00,0,0
12/12/08 16:00,38.1,2.032
12/13/08 4:00,63.5,5.08
12/13/08 16:00,177.8,7.62
12/14/08 4:00,76.2,4.826
12/14/08 16:00,76.2,5.588
12/15/08 4:00,0,0
12/15/08 16:00,38.1,3.81
12/16/08 4:00,50.8,3.302
12/16/08 16:00,279.4,15.748
12/17/08 4:00,0,0
12/17/08 16:00,0,0
12/18/08 4:00,0,0
12/18/08 16:00,139.7,8.89
12/19/08 4:00,0,0
12/19/08 16:00,101.6,5.588
12/20/08 4:00,50.8,3.048
12/20/08 16:00,12.7,0.762
12/21/08 4:00,0,0
12/21/08 16:00,0,0
12/22/08 4:00,12.7,2.286
12/22/08 16:00,330.2,19.304
12/23/08 4:00,127,7.874
12/23/08 16:00,152.4,10.922
12/24/08 4:00,12.7,1.27
12/24/08 16:00,0,0
12/25/08 4:00,50.8,4.572
12/25/08 16:00,203.2,18.796
12/26/08 4:00,304.8,29.21
12/26/08 16:00,50.8,2.794
12/27/08 4:00,25.4,2.54
12/27/08 16:00,0,0
12/28/08 4:00,38.1,5.842
12/28/08 16:00,0,0.508
12/29/08 4:00,0,1.016
12/29/08 16:00,0,0
12/30/08 4:00,0,0
12/30/08 16:00,0,0
12/31/08 4:00,0,0
12/31/08 16:00,0,0
1/1/09 4:00,0,0
1/1/09 16:00,0,0
1/2/09 4:00,0,0.508
1/2/09 16:00,0,0
1/3/09 4:00,317.5,20.574
1/3/09 16:00,12.7,0.762
1/4/09 4:00,0,0
1/4/09 16:00,0,0
1/5/09 4:00,0,0
1/5/09 16:00,152.4,4.318
1/6/09 4:00,254,20.32
1/6/09 16:00,279.4,18.288
1/7/09 4:00,127,18.542
1/7/09 16:00,0,0
1/8/09 4:00,0,0
1/8/09 16:00,0,0
1/9/09 4:00,177.8,14.224
1/9/09 16:00,127,6.096
1/10/09 4:00,0,0
1/10/09 16:00,0,0
1/11/09 4:00,0,0
1/11/09 16:00,25.4,4.572
1/12/09 4:00,12.7,2.032
1/12/09 16:00,63.5,8.382
1/13/09 4:00,0,0.254
1/13/09 16:00,0,0
1/14/09 4:00,0,0
1/14/09 16:00,0,0
1/15/09 4:00,0,0
1/15/09 16:00,0,0
1/16/09 4:00,0,0
1/16/09 16:00,0,0
1/17/09 4:00,0,0
1/17/09 16:00,0,0
1/18/09 4:00,0,0
1/18/09 16:00,0,0
1/19/09 4:00,0,0
1/19/09 16:00,0,0
1/20/09 4:00,0,0
1/20/09 16:00,0,0
1/21/09 4:00,0,0
1/21/09 16:00,0,0
1/22/09 4:00,0,0
1/22/09 16:00,0,0.254
1/23/09 4:00,114.3,16.256
1/23/09 16:00,88.9,11.176
1/24/09 4:00,12.7,1.27
1/24/09 16:00,254,34.29
1/25/09 4:00,152.4,15.24
1/25/09 16:00,292.1,19.05
1/26/09 4:00,177.8,10.16
1/26/09 16:00,76.2,3.302
1/27/09 4:00,25.4,1.27
1/27/09 16:00,0,0
1/28/09 4:00,25.4,1.27
1/28/09 16:00,203.2,11.43
1/29/09 4:00,50.8,2.54
1/29/09 16:00,0,0
1/30/09 4:00,0,0
1/30/09 16:00,0,0
1/31/09 4:00,0,0
1/31/09 16:00,0,0
2/1/09 4:00,0,0
2/1/09 16:00,0,0
2/2/09 4:00,0,0
2/2/09 16:00,0,0
2/3/09 4:00,0,0
2/3/09 16:00,0,0
2/4/09 4:00,0,0
2/4/09 16:00,0,0
2/5/09 4:00,0,0
2/5/09 16:00,0,0
2/6/09 4:00,0,0
2/6/09 16:00,266.7,14.478
2/7/09 4:00,12.7,1.016
2/7/09 16:00,63.5,4.318
2/8/09 4:00,25.4,2.54
2/8/09 16:00,38.1,2.54
2/9/09 4:00,76.2,3.81
2/9/09 16:00,355.6,19.05
2/10/09 4:00,101.6,5.842
2/10/09 16:00,165.1,4.826
2/11/09 4:00,25.4,0.762
2/11/09 16:00,76.2,3.302
2/12/09 4:00,0,0
2/12/09 16:00,139.7,5.842
2/13/09 4:00,25.4,1.016
2/13/09 16:00,0,0
2/14/09 4:00,101.6,4.572
2/14/09 16:00,177.8,10.668
2/15/09 4:00,0,0
2/15/09 16:00,0,0
2/16/09 4:00,0,0
2/16/09 16:00,0,0.508
2/17/09 4:00,254,12.7
2/17/09 16:00,317.5,22.86
2/18/09 4:00,63.5,3.048
2/18/09 16:00,76.2,3.302
2/19/09 4:00,50.8,2.286
2/19/09 16:00,0,0
2/20/09 4:00,0,0
2/20/09 16:00,0,0
2/21/09 4:00,0,0
2/21/09 16:00,0,0
2/22/09 4:00,0,0
2/22/09 16:00,0,0
2/23/09 4:00,0,0
2/23/09 16:00,25.4,3.048
2/24/09 4:00,0,0
2/24/09 16:00,0,0
2/25/09 4:00,0,0
2/25/09 16:00,0,0
2/26/09 4:00,0,0.762
2/26/09 16:00,0,0
2/27/09 4:00,12.7,0.508
2/27/09 16:00,50.8,1.27
2/28/09 4:00,0,0
2/28/09 16:00,0,0
3/1/09 4:00,0,0
3/1/09 16:00,0,0
3/2/09 4:00,0,0
3/2/09 16:00,0,0
3/3/09 4:00,0,0
3/3/09 16:00,0,0
3/4/09 4:00,0,0
3/4/09 16:00,0,0
3/5/09 4:00,228.6,16.002
